token	lemma	POS	morph	treated
a	a3	PRE	MORPH=empty	a
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r	tel
gent	gent1	NOMcom	NOMB.=s|GENRE=f|CAS=r	gent
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
de	de	PRE	MORPH=empty	de
tel	tel	DETind	NOMB.=s|GENRE=m|CAS=r	tel
mal	mal1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mal
geü	jesir	VERppe	NOMB.=s|GENRE=m|CAS=r	geü
.	.	PONfrt	MORPH=empty	.
L'	le	DETdef	NOMB.=s|GENRE=m|CAS=n	L
empereres	emperëor	NOMcom	NOMB.=s|GENRE=m|CAS=n	empereres
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
veü	vëoir	VERppe	NOMB.=s|GENRE=m|CAS=r	veü
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
tornoiement	tornoiement	NOMcom	NOMB.=s|GENRE=m|CAS=r	tornoiement
dusqu'	dusque	PRE	DEGRE=-	dusqu
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=f|CAS=r	as
vespres	vespre	NOMcom	NOMB.=p|GENRE=f|CAS=r	vespres
,	,	PONfbl	MORPH=empty	,
par	par	PRE	MORPH=empty	par
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
conseil	conseil	NOMcom	NOMB.=s|GENRE=m|CAS=r	conseil
de	de	PRE	MORPH=empty	de
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ses
granz	grant	ADJqua	NOMB.=p|GENRE=m|CAS=r|DEGRE=p	granz
mestres	maistre	NOMcom	NOMB.=p|GENRE=m|CAS=r	mestres
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
parti	partir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	parti
por	por2	PRE	MORPH=empty	por
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
son	son4	ADJpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
afere	afaire2	NOMcom	NOMB.=s|GENRE=m|CAS=r	afere
.	.	PONfrt	MORPH=empty	.
Ses	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n	Ses
hauz	haut	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	hauz
cuers	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=n	cuers
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
fist	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fist
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
nuit	nuit	NOMcom	NOMB.=s|GENRE=f|CAS=r	nuit
fere	faire	VERinf	MORPH=empty	fere
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
honor	onor	NOMcom	NOMB.=s|GENRE=f|CAS=r	honor
et	et	CONcoo	MORPH=empty	et
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
vaillance	vailance	NOMcom	NOMB.=s|GENRE=f|CAS=r	vaillance
dont	dont	PROrel	GENRE=f	dont
ses	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=n	ses
pris	pris1	NOMcom	NOMB.=s|GENRE=m|CAS=n	pris
monta	monter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	monta
mout	mout	ADVgen	DEGRE=-	mout
en	en1	PRE	MORPH=empty	en
France	France	NOMpro	NOMB.=s|GENRE=f|CAS=r	France
,	,	PONfbl	MORPH=empty	,
qu'	que2	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
envoia	envoiier	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	envoia
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ses
seneschaus	seneschal	NOMcom	NOMB.=p|GENRE=m|CAS=r	seneschaus
d'	de	PRE	MORPH=empty	d
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
part	part1	NOMcom	NOMB.=s|GENRE=f|CAS=r	part
et	et	CONcoo	MORPH=empty	et
d'	de	PRE	MORPH=empty	d
autre	autre	PROind	NOMB.=s|GENRE=m|CAS=r	autre
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	as
chevax	cheval	NOMcom	NOMB.=p|GENRE=m|CAS=r	chevax
qui	que2	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
portent	porter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	portent
argent	argent	NOMcom	NOMB.=s|GENRE=m|CAS=r	argent
et	et	CONcoo	MORPH=empty	et
avoir	avoir	VERinf	MORPH=empty	avoir
,	,	PONfbl	MORPH=empty	,
por	por2	PRE	MORPH=empty	por
fere	faire	VERinf	MORPH=empty	fere
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
gages	gage	NOMcom	NOMB.=p|GENRE=m|CAS=r	gages
ravoir	ravoir2	VERinf	MORPH=empty	ravoir
a	a3	PRE	MORPH=empty	a
trestoz	trestot	DETind	NOMB.=p|GENRE=m|CAS=r	trestoz
ceuls	cel	PROdem	NOMB.=p|GENRE=m|CAS=r	ceuls
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n	qui
voudrent	voloir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	voudrent
prendre	prendre	VERinf	MORPH=empty	prendre
.	.	PONfrt	MORPH=empty	.
N'	ne1	ADVneg	MORPH=empty	N
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
or	or1	ADVgen	MORPH=empty	or
rois	roi2	NOMcom	NOMB.=s|GENRE=m|CAS=n	rois
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
osast	oser	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	osast
emprendre	emprendre	VERinf	MORPH=empty	emprendre
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
miex	mieus	ADVgen	DEGRE=c	miex
ne	ne1	ADVneg	MORPH=empty	ne
vouzist	voloir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	vouzist
estrë	estre1	VERinf	MORPH=empty	estrë
ars	ardre	VERppe	NOMB.=s|GENRE=m|CAS=n	ars
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	MORPH=empty	que
bien	bien1	ADVgen	DEGRE=p	bien
cousta	coster1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	cousta
.X.	10	DETcar	NOMB.=p|GENRE=m|CAS=r	.X.
mile	mil1	ADJcar	NOMB.=p|GENRE=m|CAS=r	mile
mars	marc1	NOMcom	NOMB.=p|GENRE=m|CAS=r	mars
;	;	PONfbl	MORPH=empty	;
et	et	CONcoo	MORPH=empty	et
encor	encore	ADVgen	DEGRE=-	encor
en	en2	PROadv	MORPH=empty	en
parolë	parler	VERcjg	NOMB.=s|CAS=r	parolë
on	on	PROind	NOMB.=s|GENRE=n|CAS=n	on
.	.	PONfrt	MORPH=empty	.
Quant	cant1	CONsub	MORPH=empty	Quant
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n	cil
haut	haut	ADJqua	NOMB.=p|GENRE=m|CAS=n|DEGRE=p	haut
conte	conte1	NOMcom	MODE=ind|TEMPS=pst|NOMB.=p|GENRE=m|CAS=n	conte
,	,	PONfbl	MORPH=empty	,
cil	cel	DETdem	NOMB.=p|GENRE=m|CAS=n	cil
baron	baron	NOMcom	NOMB.=p|GENRE=m|CAS=n	baron
s'	soi1	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	s
en	en2	PROadv	MORPH=empty	en
ralerent	raler	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	ralerent
a	a3	PRE	MORPH=empty	a
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	lor
hosteuls	ostel	NOMcom	NOMB.=s|GENRE=m|CAS=r	hosteuls
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
batu	batre	VERppe	NOMB.=s|GENRE=m|CAS=r	batu
et	et	CONcoo	MORPH=empty	et
si	si	ADVgen	DEGRE=-	si
dolereus	doloros	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	dolereus
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
prison	prison	NOMcom	NOMB.=s|GENRE=f|CAS=r	prison
privé	privé1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	privé
et	et	CONcoo	MORPH=empty	et
estrange	estrange	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	estrange
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
nuit	nuit	NOMcom	NOMB.=s|GENRE=f|CAS=r	nuit
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
frotent	froter2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	frotent
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
lange	lange	NOMcom	NOMB.=s|GENRE=m|CAS=r	lange
,	,	PONfbl	MORPH=empty	,
chascuns	chascun	PROind	NOMB.=s|GENRE=m|CAS=n	chascuns
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
gamboison	mambeson	NOMcom	NOMB.=s|GENRE=m|CAS=r	gamboison
vestu	vestir	VERppe	NOMB.=s|GENRE=m|CAS=r	vestu
,	,	PONfbl	MORPH=empty	,
qu'	que2	PROrel	CAS=r	qu
il	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=n	il
orent	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	orent
tot	tot	ADVgen	GENRE=n|DEGRE=-	tot
a	a3	PRE	MORPH=empty	a
net	nestil	NOMcom	NOMB.=s	net
perdu	perdre	VERppe	NOMB.=s|GENRE=m|CAS=r	perdu
et	et	CONcoo	MORPH=empty	et
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	lor
chevax	cheval	NOMcom	NOMB.=p|GENRE=m|CAS=r	chevax
et	et	CONcoo	MORPH=empty	et
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	lor
harnués	harnois	NOMcom	NOMB.=p|GENRE=m|CAS=r	harnués
,	,	PONfbl	MORPH=empty	,
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
les	le	DETdef	NOMB.=p|GENRE=m|CAS=r	les
.III.	3	ADJcar	NOMB.=p|GENRE=m|CAS=r	.III.
escuz	escu	NOMcom	NOMB.=p|GENRE=m|CAS=r	escuz
nués	nuef2	ADJqua	NOMB.=p|GENRE=m|CAS=r	nués
,	,	PONfbl	MORPH=empty	,
de	de	PRE	MORPH=empty	de
Dole	Dole	NOMpro	NOMB.=s|GENRE=m|CAS=r	Dole
q'	que4	PROrel	NOMB.=s|GENRE=m|CAS=n	q
en	en2	PRE	MORPH=empty	en
claime	clamer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	claime
Guillame	Guilaume	NOMpro	NOMB.=s|GENRE=m|CAS=r	Guillame
,	,	PONfbl	MORPH=empty	,
mout	mout	ADVgen	DEGRE=-	mout
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	lor
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
chier	chier	ADJqua	NOMB.=s|GENRE=m|DEGRE=p	chier
vendu	vendre	VERppe	NOMB.=s|GENRE=m|CAS=r	vendu
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
heaume	heaume	NOMcom	NOMB.=s|GENRE=m|CAS=r	heaume
!	!	PONfrt	MORPH=empty	!
Mes	mais1	CONcoo	MORPH=empty	Mes
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
mout	mout	ADVgen	DEGRE=-	mout
chier	chier	ADJqua	NOMB.=s|GENRE=m|DEGRE=p	chier
conparé	comparer2	VERppe	NOMB.=s|GENRE=m|CAS=r	conparé
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
qu'	que4	PROrel	NOMB.=s|GENRE=n|CAS=r	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	avoit
si	si	ADVgen	DEGRE=-	si
honoré	onorer	VERppe	NOMB.=s|GENRE=m|CAS=r	honoré
,	,	PONfbl	MORPH=empty	,
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
en	en2	PROadv	MORPH=empty	en
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
bien	bien1	ADVgen	DEGRE=p	bien
esté	estre1	VERppe	NOMB.=s|GENRE=m|CAS=n	esté
batuz	batre	VERppe	NOMB.=s|GENRE=m|CAS=n	batuz
.	.	PONfrt	MORPH=empty	.
Quant	cant1	CONsub	MORPH=empty	Quant
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
arriere	ariere	ADVgen	DEGRE=-	arriere
venuz	venir	VERppe	NOMB.=s|GENRE=m|CAS=n	venuz
a	a3	PRE	MORPH=empty	a
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
ostel	ostel	NOMcom	NOMB.=s|GENRE=m|CAS=r	ostel
,	,	PONfbl	MORPH=empty	,
camoissiez	chamoissier	VERppe	NOMB.=s|GENRE=m|CAS=r	camoissiez
et	et	CONcoo	MORPH=empty	et
mas	mais1	ADVgen	MORPH=empty	mas
,	,	PONfbl	MORPH=empty	,
l'	il	DETdef	NOMB.=s|GENRE=m|CAS=r	l
en	on	PROind	CAS=n	en
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
resgarde	regarder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	resgarde
de	de	PRE	MORPH=empty	de
.C.	100	DETcar	NOMB.=p|GENRE=f|CAS=r	.C.
pars	part1	NOMcom	NOMB.=p|GENRE=f|CAS=r	pars
,	,	PONfbl	MORPH=empty	,
q'	que4	CONsub	NOMB.=p|CAS=n	q
a	a3	PRE	MORPH=empty	a
Sainteron	Saint-Denis	NOMpro	NOMB.=s|GENRE=f|CAS=r	Sainteron
n'	ne1	ADVneg	MORPH=empty	n
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
remés	remanoir	VERppe	NOMB.=s|GENRE=m|CAS=r	remés
ame	ame	NOMcom	NOMB.=s|GENRE=f|CAS=r	ame
,	,	PONfbl	MORPH=empty	,
borjois	borjois	NOMcom	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	borjois
ne	ne2	CONcoo	MORPH=empty	ne
pucele	pucele	NOMcom	NOMB.=s|GENRE=f|CAS=r	pucele
ne	ne2	CONcoo	MORPH=empty	ne
dame	dame	NOMcom	NOMB.=s|GENRE=f|CAS=r	dame
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n	qui
ne	ne1	ADVneg	MORPH=empty	ne
fust	estre1	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	fust
venuz	venir	VERppe	NOMB.=s|GENRE=m|CAS=n	venuz
a	a3	PRE	MORPH=empty	a
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
porte	porte1	NOMcom	NOMB.=s|GENRE=f|CAS=r	porte
por	por2	PRE	MORPH=empty	por
veoir	vëoir	VERinf	MORPH=empty	veoir
que	que2	PROrel	CAS=r	que
chascuns	chascun	PROind	NOMB.=s|GENRE=m|CAS=n	chascuns
aporte	aporter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	aporte
.	.	PONfrt	MORPH=empty	.
Cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	Cil
ne	ne1	ADVneg	MORPH=empty	ne
raporta	raporter	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	raporta
se	se	CONsub	MORPH=empty	se
bien	bien1	ADVgen	MORPH=empty	bien
non	non	ADVneg	MORPH=empty	non
,	,	PONfbl	MORPH=empty	,
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
n'	ne1	ADVneg	MORPH=empty	n
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
q'	que4	CONsub	MORPH=empty	q
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
povre	povre	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	povre
gamboison	mambamoise	NOMcom	NOMB.=s|GENRE=m|CAS=r	gamboison
,	,	PONfbl	MORPH=empty	,
qu'	que2	PROrel	CAS=r	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
tot	tot	ADVgen	CAS=r	tot
doné	doner	VERppe	NOMB.=s|GENRE=m|CAS=r	doné
as	a3+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	as
hireus	iros	NOMcom	NOMB.=p|GENRE=m|CAS=r	hireus
(	(	PONfbl	MORPH=empty	(
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
toz	tot	ADVgen	DEGRE=-	toz
desarmez	desarmer	VERppe	NOMB.=s|GENRE=m|CAS=n	desarmez
lués	luès	ADVgen	NOMB.=s|GENRE=m|CAS=n	lués
)	)	PONfbl	MORPH=empty	)
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=f|CAS=r	ses
armes	arme	NOMcom	NOMB.=p|GENRE=f|CAS=r	armes
et	et	CONcoo	MORPH=empty	et
ses	son4	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	ses
chevaus	cheval	NOMcom	NOMB.=p|GENRE=m|CAS=r	chevaus
.	.	PONfrt	MORPH=empty	.
Alixandres	Alixandre	NOMpro	NOMB.=s|GENRE=m|CAS=n	Alixandres
ne	ne2	CONcoo	MORPH=empty	ne
Percevaus	Perceval	NOMpro	NOMB.=s|GENRE=m|CAS=n	Percevaus
n'	ne1	ADVneg	MORPH=empty	n
orent	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	orent
tant	tant	ADVgen	DEGRE=-	tant
d'	de	PRE	MORPH=empty	d
onor	onor	NOMcom	NOMB.=s|GENRE=f|CAS=r	onor
en	en1	PRE	MORPH=empty	en
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
jor	jor	NOMcom	NOMB.=s|GENRE=m|CAS=r	jor
.	.	PONfrt	MORPH=empty	.
«	«	PONfbl	MORPH=empty	«
Vez	vëoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	Vez
la	il	ADVgen	NOMB.=s|GENRE=f|CAS=r	la
celui	cel	PROdem	NOMB.=s|GENRE=m|CAS=r	celui
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
grant	grant	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	grant
ator	ator	NOMcom	NOMB.=s|GENRE=m|CAS=r	ator
,	,	PONfbl	MORPH=empty	,
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
ci	ci	ADVgen	DEGRE=-	ci
passa	passer1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	passa
gehui	jehui	ADVgen	GENRE=m|CAS=r	gehui
matin	matin1	ADVgen	DEGRE=-	matin
,	,	PONfbl	MORPH=empty	,
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
l'	le	DETdef	NOMB.=s|GENRE=f|CAS=n	l
une	un	DETndf	NOMB.=s|GENRE=f|CAS=n	une
;	;	PONfbl	MORPH=empty	;
or	or1	ADVgen	DEGRE=-	or
vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vient
sor	sor2	PRE	MORPH=empty	sor
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
roncin	roncin	NOMcom	NOMB.=s|GENRE=m|CAS=r	roncin
,	,	PONfbl	MORPH=empty	,
s'	si	ADVgen	NOMB.=s|DEGRE=-	s
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
mout	mout	ADVgen	DEGRE=-	mout
camoissié	chamoissier	VERppe	NOMB.=s|GENRE=m|CAS=r	camoissié
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
biau	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	biau
vis	vis1	NOMcom	NOMB.=s|GENRE=m|CAS=r	vis
.	.	PONfrt	MORPH=empty	.
»	»	PONfbl	MORPH=empty	»
Fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	Fet
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=n	l
autre	autre	ADJind	NOMB.=s|GENRE=m|CAS=n	autre
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Il	il	PROimp	PERS.=0|NOMB.=s|GENRE=m|CAS=n	Il
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=i	m
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
bien	bien1	ADVgen	DEGRE=p	bien
avis	avis	NOMcom	NOMB.=s|GENRE=m|CAS=n	avis
que	que4	CONsub	MORPH=empty	que
c'	ce1	PROdem	NOMB.=s|GENRE=n|CAS=n	c
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
,	,	PONfbl	MORPH=empty	,
vez	vëoir	VERcjg	MODE=imp|PERS.=2|NOMB.=s	vez
la	là	ADVgen	GENRE=f|CAS=r	la
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
baniere	baniere	NOMcom	NOMB.=s|GENRE=f|CAS=r	baniere
!	!	PONfrt	MORPH=empty	!
»	»	PONfbl	MORPH=empty	»
Solement	solement2	ADVgen	DEGRE=-	Solement
por	por2	PRE	MORPH=empty	por
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
simple	simple	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	simple
chiere	chiere	NOMcom	NOMB.=s|GENRE=f|CAS=r	chiere
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
ne	ne1	ADVneg	MORPH=empty	ne
sai	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sai
quantes	cant2	PROind	NOMB.=p|CAS=r	quantes
aamé	amer1	VERppe	NOMB.=p|GENRE=m|CAS=r	aamé
.	.	PONfrt	MORPH=empty	.
Mout	mout	ADVgen	DEGRE=-	Mout
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ont
belement	belement	ADVgen	DEGRE=s	belement
salué	salüer	VERppe	NOMB.=s|GENRE=m|CAS=r	salué
tuit	tot	DETind	NOMB.=p|GENRE=m|CAS=n	tuit
cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n	cil
et	et	CONcoo	MORPH=empty	et
celes	cel	PROdem	NOMB.=p|GENRE=f|CAS=n	celes
qui	qui	PROrel	NOMB.=p|GENRE=f|CAS=n	qui
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	l
esgardent	esgarder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	esgardent
.	.	PONfrt	MORPH=empty	.
Il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n	Il
samble	sembler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	samble
que	que4	CONsub	MORPH=empty	que
cil	cel	DETdem	NOMB.=p|GENRE=m|CAS=n	cil
hostel	ostel	NOMcom	NOMB.=p|GENRE=m|CAS=n	hostel
ardent	ardre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	ardent
des	de+le	PRE.DETdef	NOMB.=p|GENRE=m|CAS=r	des
tortiz	tortiz	NOMcom	NOMB.=p|GENRE=m|CAS=r	tortiz
q'	que2	PROrel	NOMB.=p|GENRE=m|CAS=n	q
en	on	PROadv	MORPH=empty	en
i	i2	PROadv	MORPH=empty	i
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
espris	esprendre2	VERppe	NOMB.=s|GENRE=m|CAS=r	espris
.	.	PONfrt	MORPH=empty	.
Cil	cel	PROdem	NOMB.=p|GENRE=m|CAS=n	Cil
conte	conte1	VERcjg	MODE=ind|TEMPS=pst|NOMB.=p|GENRE=m|CAS=n	conte
,	,	PONfbl	MORPH=empty	,
cil	cel	DETdem	NOMB.=p|GENRE=m|CAS=n	cil
baron	baron	NOMcom	NOMB.=p|GENRE=m|CAS=n	baron
de	de	PRE	MORPH=empty	de
pris	pris1	NOMcom	NOMB.=s|GENRE=m|CAS=r	pris
descendirent	descendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=p	descendirent
par	par	PRE	MORPH=empty	par
cez	ce2	DETdem	NOMB.=p|GENRE=m|CAS=r	cez
osteuls	ostel	NOMcom	NOMB.=p|GENRE=m|CAS=r	osteuls
,	,	PONfbl	MORPH=empty	,
et	et	CONcoo	MORPH=empty	et
lor	lor2	DETpos	PERS.=3|NOMB.=p|GENRE=m|CAS=r	lor
conpegnon	compagnon	NOMcom	NOMB.=p|GENRE=m|CAS=r	conpegnon
ovoec	avuec	PRE	MORPH=empty	ovoec
euls	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	euls
o	o4	PRE	MORPH=empty	o
tot	tot	ADVgen	GENRE=m|CAS=r	tot
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
plenté	plenté	NOMcom	NOMB.=s|GENRE=f|CAS=r	plenté
de	de	PRE	MORPH=empty	de
prisons	prison	NOMcom	NOMB.=p|GENRE=m|CAS=r	prisons
