token	lemma	POS	morph	treated
,	,	PONfbl	MORPH=empty	,
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
sachiez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	sachiez
,	,	PONfbl	MORPH=empty	,
Qant	cant1	CONsub	MORPH=empty	Qant
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
de	de	PRE	MORPH=empty	de
prison	prison	NOMcom	NOMB.=s|GENRE=f|CAS=r	prison
sachiez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=s	sachiez
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
quant	cant1	CONsub	MORPH=empty	quant
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
d'	de	PRE	MORPH=empty	d
iluec	iluec	ADVgen	DEGRE=-	iluec
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
remue	remüer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	remue
Ou	o3	PROrel	MORPH=empty	Ou
tel	tel	DETind	NOMB.=s|GENRE=f|CAS=r	tel
piece	piece	NOMcom	NOMB.=s|GENRE=f|CAS=r	piece
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	a
esté	estre1	VERppe	NOMB.=s|GENRE=m|CAS=n	esté
an	en1	PRE	MORPH=empty	an
mue	müe	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	mue
.	.	PONfrt	MORPH=empty	.
Or	or4	ADVgen	DEGRE=-	Or
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
large	large	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	large
et	et	CONcoo	MORPH=empty	et
a	a3	PRE	MORPH=empty	a
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
essor	essor	NOMcom	NOMB.=s|GENRE=m|CAS=r	essor
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
sachiez	savoir	VERcjg	MODE=imp|PERS.=2|NOMB.=p	sachiez
bien	bien1	ADVgen	DEGRE=p	bien
que	que4	CONsub	MORPH=empty	que
por	por2	PRE	MORPH=empty	por
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tot
l'	le	DETdef	NOMB.=s|GENRE=m|CAS=r	l
or	or1	NOMcom	NOMB.=s|GENRE=m|CAS=r	or
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
espanduz	espandre	VERppe	NOMB.=s|GENRE=m|CAS=n	espanduz
par	par	PRE	MORPH=empty	par
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
mont	monde1	NOMcom	NOMB.=s|GENRE=m|CAS=r	mont
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
tot	tot	ADVgen	NOMB.=s|GENRE=m|CAS=r	tot
le	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=r	le
meïst	metre2	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	meïst
an	en1	PRE	MORPH=empty	an
.	.	PONfrt	MORPH=empty	.
i	i2	PROadv	MORPH=empty	i
.	.	PONfrt	MORPH=empty	.
mont	mont	NOMcom	NOMB.=s|GENRE=m|CAS=r	mont
Et	et	CONcoo	MORPH=empty	Et
tot	tot	ADVgen	NOMB.=s|CAS=r	tot
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
donast	doner	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	donast
et	et	CONcoo	MORPH=empty	et
ofrist	ofrir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	ofrist
,	,	PONfbl	MORPH=empty	,
Arrieres	ariere	ADVgen	DEGRE=-	Arrieres
estre	estre1	VERinf	MORPH=empty	estre
ne	ne1	ADVneg	MORPH=empty	ne
volsist	voloir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	volsist
.	.	PONfrt	MORPH=empty	.
Ez	ez	ADVgen	DEGRE=-	Ez
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
desserré	desserrer	VERppe	NOMB.=s|GENRE=m|CAS=r	desserré
Lancelot	Lancelot	NOMpro	NOMB.=s|GENRE=m|CAS=r	Lancelot
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
si	si	ADVgen	DEGRE=-	si
ert	estre1	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	ert
vains	vain	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	vains
qu'	que4	CONsub	MORPH=empty	qu
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
chancelot	chanceler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s|CAS=r	chancelot
De	de	PRE	MORPH=empty	De
vanité	vanité	NOMcom	NOMB.=s|GENRE=f|CAS=r	vanité
et	et	CONcoo	MORPH=empty	et
de	de	PRE	MORPH=empty	de
feblece	feblece	NOMcom	NOMB.=s|GENRE=f|CAS=r	feblece
.	.	PONfrt	MORPH=empty	.
Cele	cel	PROdem	NOMB.=s|GENRE=f|CAS=n	Cele
si	si	ADVgen	DEGRE=-	si
soef	söef	ADJqua	NOMB.=s|GENRE=f|DEGRE=p	soef
,	,	PONfbl	MORPH=empty	,
que	que4	CONsub	MORPH=empty	que
nel	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	nel
blece	blecier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	blece
,	,	PONfbl	MORPH=empty	,
Le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	Le
met	metre2	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	met
devant	devant	PRE	MORPH=empty	devant
soi	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	soi
sor	sor2	PRE	MORPH=empty	sor
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
mure	mule5	NOMcom	NOMB.=s|GENRE=f|CAS=r	mure
,	,	PONfbl	MORPH=empty	,
Puis	puis	ADVgen	DEGRE=-	Puis
si	si	ADVgen	DEGRE=-	si
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
an	en2	PROadv	MORPH=empty	an
vont	aler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	vont
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	grant
aleüre	alëure	NOMcom	NOMB.=s|GENRE=f|CAS=n	aleüre
.	.	PONfrt	MORPH=empty	.
Mes	mais1	CONcoo	MORPH=empty	Mes
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
pucele	pucele	NOMcom	NOMB.=s|GENRE=f|CAS=n	pucele
se	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	se
desvoie	desvoiier1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	desvoie
Tot	tot	ADVgen	CAS=r|DEGRE=-	Tot
de	de	PRE	MORPH=empty	de
gré	gré2	NOMcom	NOMB.=s|GENRE=m|CAS=r	gré
,	,	PONfbl	MORPH=empty	,
por	por2	PRE	MORPH=empty	por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
qu'	que4	CONsub	MORPH=empty	qu
an	on	PROind	NOMB.=s	an
nes	ne1+il	ADVneg.PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=r	nes
voie	vëoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s	voie
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
chevalchent	chevauchier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p	chevalchent
celeemant	celeement	ADVgen	NOMB.=s|GENRE=m	celeemant
,	,	PONfbl	MORPH=empty	,
Car	car	CONcoo	MORPH=empty	Car
s'	se	CONsub	MORPH=empty	s
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
alast	aler	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	alast
apertemant	apertement	ADVgen	DEGRE=-	apertemant
,	,	PONfbl	MORPH=empty	,
Espoir	espoir2	ADVgen	MORPH=empty	Espoir
assez	assez	ADVgen	DEGRE=-	assez
tost	tost1	ADVgen	DEGRE=p	tost
lor	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i	lor
neüst	nuire	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	neüst
Aucuns	aucun	PROind	NOMB.=s|GENRE=m|CAS=n	Aucuns
que	que2	PROrel	NOMB.=p|CAS=r	que
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
coneüst	conoistre	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	coneüst
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
ne	ne1	ADVneg	MORPH=empty	ne
volsist	voloir	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	volsist
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
pas	pas	ADVneg	MORPH=empty	pas
.	.	PONfrt	MORPH=empty	.
Por	por2	PRE	MORPH=empty	Por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
eschive	eschiver	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	eschive
les	le	DETdef	NOMB.=p|GENRE=m|CAS=n	les
max	mal1	NOMcom	NOMB.=p|GENRE=m|CAS=n	max
pas	pas	ADVneg	NOMB.=p|GENRE=m	pas
Et	et	CONcoo	MORPH=empty	Et
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
venue	venir	VERppe	NOMB.=s|GENRE=f|CAS=n	venue
a	a3	PRE	MORPH=empty	a
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
repeire	repaire	NOMcom	NOMB.=s|GENRE=m|CAS=r	repeire
Ou	où	PROrel	NOMB.=s|GENRE=m	Ou
sovant	sovent	ADVgen	DEGRE=-	sovant
sejorne	sejorner	VERcjg	MODE=ind|NOMB.=s	sejorne
et	et	CONcoo	MORPH=empty	et
repeire	repairier	VERcjg	MODE=ind|TEMPS=pst|NOMB.=s	repeire
,	,	PONfbl	MORPH=empty	,
Por	por2	PRE	MORPH=empty	Por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que4	CONsub	MORPH=empty	que
biax	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	biax
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
et	et	CONcoo	MORPH=empty	et
genz	gent2	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	genz
.	.	PONfrt	MORPH=empty	.
Et	et	CONcoo	MORPH=empty	Et
li	le	DETdef	NOMB.=s|GENRE=m|CAS=n	li
repeires	repaire	NOMcom	NOMB.=s|GENRE=m|CAS=n	repeires
et	et	CONcoo	MORPH=empty	et
les	le	DETdef	NOMB.=p|GENRE=f|CAS=n	les
genz	gent1	NOMcom	NOMB.=p|GENRE=f|CAS=n	genz
Erent	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p	Erent
an	en1	PRE	MORPH=empty	an
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
comant	comant	NOMcom	NOMB.=s|GENRE=m|CAS=r	comant
del	de+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	del
tot	tot	PROind	NOMB.=s|GENRE=m|CAS=r	tot
,	,	PONfbl	MORPH=empty	,
Si	si	ADVgen	DEGRE=-	Si
estoit	estre1	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s	estoit
planteïs	plentëif	ADJqua	NOMB.=s|GENRE=m|CAS=n	planteïs
de	de	PRE	MORPH=empty	de
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tot
Li	le	DETdef	NOMB.=s|GENRE=m|CAS=r	Li
leus	lieu	NOMcom	NOMB.=s|GENRE=m|CAS=n	leus
et	et	CONcoo	MORPH=empty	et
sains	sain	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	sains
et	et	CONcoo	MORPH=empty	et
mout	mout	ADVgen	DEGRE=-	mout
privez	privé1	ADJqua	NOMB.=s|GENRE=m|CAS=n	privez
.	.	PONfrt	MORPH=empty	.
La	là	ADVgen	DEGRE=-	La
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
Lanceloz	Lancelot	NOMpro	NOMB.=s|GENRE=m|CAS=n	Lanceloz
arivez	ariver1	VERppe	NOMB.=s|GENRE=m|CAS=n	arivez
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
si	si	ADVgen	DEGRE=-	si
tost	tost1	ADVgen	DEGRE=-	tost
com	come1	CONsub	MORPH=empty	com
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
venuz	venir	VERppe	NOMB.=s|GENRE=m|CAS=n	venuz
,	,	PONfbl	MORPH=empty	,
Qant	cant1	CONsub	MORPH=empty	Qant
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n	il
fu	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	fu
de	de	PRE	MORPH=empty	de
sa	son4	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r	sa
robe	robe	NOMcom	NOMB.=s|GENRE=f|CAS=r	robe
nuz	nu1	ADJqua	NOMB.=s|GENRE=m|CAS=r|DEGRE=p	nuz
,	,	PONfbl	MORPH=empty	,
En	en1	PRE	MORPH=empty	En
une	un	DETndf	NOMB.=s|GENRE=f|CAS=r	une
haute	haut	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	haute
et	et	CONcoo	MORPH=empty	et
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=n|DEGRE=p	bele
couche	couche	NOMcom	MODE=ind|PERS.=3|NOMB.=s|GENRE=f|CAS=n	couche
La	le	DETdef	NOMB.=s|GENRE=f|CAS=n	La
pucele	pucele	NOMcom	NOMB.=s|GENRE=f|CAS=n	pucele
soef	söef	ADJqua	GENRE=f|DEGRE=-	soef
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
couche	couchier	VERcjg	MODE=ind|PERS.=3|NOMB.=s	couche
,	,	PONfbl	MORPH=empty	,
Puis	puis	ADVgen	DEGRE=-	Puis
le	il	PROper	NOMB.=s|GENRE=m|CAS=r	le
baigne	baignier	VERcjg	MODE=ind|NOMB.=s	baigne
,	,	PONfbl	MORPH=empty	,
puis	puis	ADVgen	DEGRE=-	puis
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
conroie	conrëer	VERcjg	MODE=ind|PERS.=3|NOMB.=s	conroie
Si	si	ADVgen	DEGRE=-	Si
tres	très	ADVgen	DEGRE=-	tres
bien	bien1	ADVgen	DEGRE=p	bien
que	que4	CONsub	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
n'	ne1	ADVneg	MORPH=empty	n
an	en2	PROadv	MORPH=empty	an
porroie	pöoir	VERcjg	MODE=con|PERS.=1|NOMB.=s	porroie
La	le	DETdef	NOMB.=s|GENRE=f|CAS=r	La
mitié	moitié	NOMcom	NOMB.=s|GENRE=f|CAS=r	mitié
deviser	deviser	VERinf	MORPH=empty	deviser
ne	ne2	CONcoo	MORPH=empty	ne
dire	dire	VERinf	MORPH=empty	dire
.	.	PONfrt	MORPH=empty	.
Soef	söef	ADVgen	GENRE=f|DEGRE=-	Soef
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
menoie	maniier	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s	menoie
et	et	CONcoo	MORPH=empty	et
atire	atirier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	atire
Si	si	ADVgen	DEGRE=-	Si
com	come1	CONsub	MORPH=empty	com
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
feïst	faire	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s	feïst
son	son4	DETpos	PERS.=3|NOMB.=s|GENRE=m|CAS=r	son
pere	pere1	NOMcom	NOMB.=s|GENRE=m|CAS=r	pere
;	;	PONfbl	MORPH=empty	;
Tot	tot	ADVgen	NOMB.=s|GENRE=m|CAS=r	Tot
le	il	PROper	NOMB.=s|GENRE=m|CAS=r	le
renovele	renoveler	VERcjg	NOMB.=s|GENRE=m|CAS=r	renovele
et	et	CONcoo	MORPH=empty	et
repere	repairier	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	repere
,	,	PONfbl	MORPH=empty	,
Tot	tot	ADVgen	NOMB.=s|GENRE=m|CAS=r	Tot
le	il	PROper	NOMB.=s|GENRE=m|CAS=r	le
remue	remüer	VERcjg	NOMB.=s|GENRE=m|CAS=r	remue
,	,	PONfbl	MORPH=empty	,
tot	tot	DETind	NOMB.=s|GENRE=m|CAS=r	tot
le	le	DETdef	NOMB.=s|GENRE=m|CAS=r	le
change	change	NOMcom	NOMB.=s|GENRE=m|CAS=r	change
.	.	PONfrt	MORPH=empty	.
Or	or4	ADVgen	DEGRE=-	Or
n'	ne1	ADVneg	MORPH=empty	n
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
[	[	PONfbl	MORPH=empty	[
.	.	PONfrt	MORPH=empty	.
.	.	PONfrt	MORPH=empty	.
.	.	PONfrt	MORPH=empty	.
]	]	PONfbl	MORPH=empty	]
moins	moins	ADVgen	MORPH=empty	moins
biax	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	biax
d'	de	PRE	MORPH=empty	d
un	un	DETndf	NOMB.=s|GENRE=m|CAS=r	un
ange	angele	NOMcom	NOMB.=s|GENRE=m|CAS=r	ange
,	,	PONfbl	MORPH=empty	,
N'	ne1	ADVneg	MORPH=empty	N
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
mes	mais1	ADVgen	NOMB.=s|GENRE=m|CAS=n	mes
roigneus	roignos	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	roigneus
n'	ne2	ADVneg	MORPH=empty	n
esgeünez	esjëuner	VERppe	MODE=imp|NOMB.=s|GENRE=m|CAS=n	esgeünez
,	,	PONfbl	MORPH=empty	,
Mes	mais1	ADVgen	PERS.=1|NOMB.=s|GENRE=m|CAS=n	Mes
forz	fort	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	forz
et	et	CONcoo	MORPH=empty	et
biax	bel1	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	biax
,	,	PONfbl	MORPH=empty	,
si	si	ADVgen	DEGRE=-	si
s'	soi1	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	s
est	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	est
levez	lever	VERppe	NOMB.=s|GENRE=m|CAS=n	levez
Et	et	CONcoo	MORPH=empty	Et
la	le	DETdef	NOMB.=s|GENRE=f|CAS=n	la
pucele	pucele	NOMcom	NOMB.=s|GENRE=f|CAS=n	pucele
quis	querre	VERppe	NOMB.=s|GENRE=f|CAS=r	quis
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
ot	avoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	ot
Robe	robe	NOMcom	NOMB.=s|GENRE=f|CAS=r	Robe
plus	plus	ADVgen	DEGRE=-	plus
bele	bel1	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	bele
qu'	que1	CONsub	GENRE=f	qu
ele	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n	ele
pot	pöoir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	pot
,	,	PONfbl	MORPH=empty	,
Dom	dont	PROrel	MORPH=empty	Dom
au	a3+le	PRE.DETdef	NOMB.=s|GENRE=m|CAS=r	au
lever	lever	NOMcom	NOMB.=s|GENRE=m	lever
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r	le
revesti	revestir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	revesti
,	,	PONfbl	MORPH=empty	,
Et	et	CONcoo	MORPH=empty	Et
cil	cel	PROdem	NOMB.=s|GENRE=m|CAS=n	cil
lieemant	lieement	ADVgen	NOMB.=s|GENRE=m|DEGRE=p	lieemant
la	il	PROper	PERS.=3|NOMB.=s|CAS=r	la
vesti	vestir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	vesti
Plus	plus	ADVgen	DEGRE=-	Plus
legiers	legier2	ADJqua	NOMB.=s|GENRE=m|CAS=n|DEGRE=p	legiers
que	que1	CONsub	MORPH=empty	que
oisiax	oisel	NOMcom	NOMB.=s|CAS=n	oisiax
qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	qui
vole	voler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	vole
.	.	PONfrt	MORPH=empty	.
La	le	DETdef	NOMB.=s|GENRE=f|CAS=n	La
pucele	pucele	NOMcom	NOMB.=s|GENRE=f|CAS=n	pucele
beise	baisier	VERcjg	MODE=ind|PERS.=3|NOMB.=s	beise
et	et	CONcoo	MORPH=empty	et
acole	acoler	VERcjg	MODE=ind|PERS.=3|NOMB.=s	acole
,	,	PONfbl	MORPH=empty	,
Puis	puis	ADVgen	DEGRE=-	Puis
li	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=i	li
dist	dire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s	dist
amiablemant	amïablement	ADVgen	DEGRE=-	amiablemant
:	:	PONfbl	MORPH=empty	:
«	«	PONfbl	MORPH=empty	«
Amie	ami	NOMcom	NOMB.=s|GENRE=f|CAS=n	Amie
,	,	PONfbl	MORPH=empty	,
fet	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s	fet
fetil	faital	NOMcom	NOMB.=s|GENRE=m|CAS=r	fetil
,	,	PONfbl	MORPH=empty	,
seulemant	solement2	ADVgen	DEGRE=-	seulemant
A	a3	PRE	MORPH=empty	A
Deu	Dieu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Deu
et	et	CONcoo	MORPH=empty	et
a	a3	PRE	MORPH=empty	a
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=i	vos
rant	rendre	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	rant
merciz	merci	NOMcom	NOMB.=p|GENRE=f|CAS=r	merciz
De	de	PRE	MORPH=empty	De
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
que	que4	CONsub	NOMB.=s|GENRE=n	que
sains	sain	ADJqua	NOMB.=s|GENRE=m|CAS=n	sains
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s|CAS=n	sui
et	et	CONcoo	MORPH=empty	et
gariz	garir	VERppe	NOMB.=s|GENRE=m|CAS=n	gariz
.	.	PONfrt	MORPH=empty	.
Par	par	PRE	MORPH=empty	Par
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
de	de	PRE	MORPH=empty	de
prison	prison	NOMcom	NOMB.=s|GENRE=f|CAS=r	prison
estors	estor2	NOMcom	NOMB.=s|GENRE=m|CAS=r	estors
,	,	PONfbl	MORPH=empty	,
Por	por2	PRE	MORPH=empty	Por
ce	ce1	PROdem	NOMB.=s|GENRE=n|CAS=r	ce
poez	pöoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	poez
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cuer	cuer2	NOMcom	NOMB.=s|GENRE=m|CAS=r	cuer
,	,	PONfbl	MORPH=empty	,
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
cors	cors1	NOMcom	NOMB.=s|GENRE=m|CAS=r	cors
Et	et	CONcoo	MORPH=empty	Et
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
servise	servise	NOMcom	NOMB.=s|GENRE=m|CAS=r	servise
et	et	CONcoo	MORPH=empty	et
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
avoir	avoir	NOMcom	NOMB.=s|GENRE=m|CAS=r	avoir
,	,	PONfbl	MORPH=empty	,
Qant	cant1	CONsub	MORPH=empty	Qant
vos	vos	PROper	PERS.=2|NOMB.=p|GENRE=m|CAS=r	vos
pleira	plaire	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s	pleira
,	,	PONfbl	MORPH=empty	,
prandre	prendre	VERinf	MORPH=empty	prandre
et	et	CONcoo	MORPH=empty	et
avoir	avoir	VERinf	MORPH=empty	avoir
.	.	PONfrt	MORPH=empty	.
Tant	tant	ADVgen	DEGRE=-	Tant
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
avez	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=p	avez
fet	faire	VERppe	NOMB.=s|GENRE=m|CAS=r	fet
que	que4	CONsub	MORPH=empty	que
vostres	vostre	PROpos	PERS.=2|NOMB.=s|GENRE=m|CAS=n	vostres
sui	estre1	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s	sui
,	,	PONfbl	MORPH=empty	,
Mes	mais1	ADVgen	PERS.=1|NOMB.=s	Mes
grant	grant	ADJqua	NOMB.=s|GENRE=f|CAS=r|DEGRE=p	grant
piece	piece	NOMcom	NOMB.=s|GENRE=f|CAS=r	piece
a	avoir	VERcjg	MODE=ind|PERS.=3|NOMB.=s	a
que	que4	CONsub	MORPH=empty	que
je	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=n	je
ne	ne1	ADVneg	MORPH=empty	ne
fui	estre1	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s	fui
A	a3	PRE	MORPH=empty	A
la	le	DETdef	NOMB.=s|GENRE=f|CAS=r	la
cort	cort1	NOMcom	NOMB.=s|GENRE=f|CAS=r	cort
Artus	Artu	NOMpro	NOMB.=s|GENRE=m|CAS=r	Artus
mon	mon1	DETpos	PERS.=1|NOMB.=s|GENRE=m|CAS=r	mon
seignor	seignor	NOMcom	NOMB.=s|GENRE=m|CAS=r	seignor
,	,	PONfbl	MORPH=empty	,
Qui	qui	PROrel	NOMB.=s|GENRE=m|CAS=n	Qui
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=m|CAS=r	m
